,content
80,"대상 : 대학생/휴학생/취준생/이직 희망자지역 : 상암, 가양, 가좌, 망원, 홍대 등(모집 후 협의 예정)모임 시간 : 일요일 오후 1시~3시 예정모임 예상 시작일: 1월 21일모집 예상인원 : 1/4  모각코 소개모임장이 혼자 이직 준비를 하던 중 같은 목표를 향해 함께 힘낼 수 있는 사람이 있으면 좋겠다고 생각하여 만들게 되었습니다.한 주를 마무리하고 또 다른 한 주를 시작하기 전 Refresh가 필요하신 분. 다른 프론트엔드 개발자를 준비하시는 분은 무얼 하고 계신지 궁금하신 분.하루하루 나의 업적을 인증하며 뿌듯함을 느끼고 원동력을 얻으시는 분.과제, 포트폴리오, 프로젝트, 이력서 등 해야 할 일은 많은데 혼자선 집중이 잘 안되시는 분.최신 트렌드, 새로 알게 된 지식 등 다른 사람과 이야기 나누는 걸 좋아하시는 분.열정을 가지고 알찬 2024년을 시작하실 분들을 모집합니다! 운영방식✅오프라인20~30분 커피타임한 주간의 일상 이야기, 최신 트렌드, 공부하면서 새로 알게 된 것 등 가볍게 이야기하며 모각코 시작해요:)2시간 모각코필수 2시간 동안 모각코 시간을 가지고 이외에는 자율적으로 진행하려 합니다!개인 사정으로 인해 2시간을 채우지 못하더라도 사전에 이야기해 주신다면 OK입니다!모각코 내용은 자율입니다!  ex) 개인프로젝트, CS 및 알고리즘, 코딩테스트 공부, 포트폴리오 작성 등✅온라인하루에 한 개씩 목표를 위해 어떤 활동을 했는지 간단히 인증하는 형식 ex) 1일 1커밋 인증, 블로그 포스팅 인증, 이력서 완성 인증  지원방법카카오 오픈채팅 방 https://open.kakao.com/o/swNl3G3f보내주실 내용자기소개모각코 시간을 어떻게 보내실 건지 간단한 계획희망 모임 장소 및 시간 (요일은 일요일 고정입니다)"
81,"온라인 디스코드 모각코 인원을 모집 하고 있습니다.대학생/취준생/개발자 상관없이 모집 합니다. ✔운영 방식매주 토요일마다 개인별로 평일 3회 이상 참여할 요일을 디스코드에서 말씀해주셔야 합니다.ex) (월, 수, 금) / (수, 목, 금) 참여단, 모각코 당일 날 참여가 어려울 시 이틀 전에 미리 알려줘야 합니다.스터디 시작 시 디코 메세지로 출석 인증을 남긴다. 스터디 종료(퇴장) 시 디코 메세지로 공부한 내용을 남긴다ex) 개발 프로젝트 commit 올렸습니다 / 백준 실버 2 문제 풀었습니다.공부한 인증 사진 or 인증 링크와 함께 올려 주셔야 합니다.스터디 운영 시간 : 11시 ~ 15시  인증 방법디스코드 화면 공유 or 캠을 켜고 공부합니다.출결 기준은 디스코드에 메시지를 남긴 시간 기준주에 한 번 스터디 도중 퇴장 가능합니다.최소 2시간은 공부 후 퇴장하셔야 합니다.퇴장 시 메시지를 남겨주셔야 합니다. 추방 제도지각 또는 불참 시 벌점이 부과됩니다.지각 0.5점 / 불참 1점지각은 모각코 시작 후 10분까지만 인정불참은 그 이후 참여 or 미참여시벌점 3점이 될 시 스터디에서 추방됩니다.벌점은 디스코드 채널에서 기록됩니다. 모집 인원현재 5명 모집했고, 세 분 더 모집하고 있습니다. 참여 원하시는 분은 아래 오픈채팅으로 간단한 소개 부탁드릴게여!➡ https://open.kakao.com/o/sCL6qA3f 열심히 하실 분만 지원해 주세요!"
82,"목표 : 정보처리기사 필기실기합격시간 및 장소 : 2호선 구로디지털단지역 / 일요일 오전 10시커리큘럼 : 1. 매주 범위를 정하여 스터디원에 분배하고 차주에 각 스터디원이 설명 및 답변 2. 실기 기출 예상 모집인원 : 1명(현재 3명이고, 1명 추가) 스지원할 수 있는 방법 : balance17@naver.com 으로 '이름 / 나이 / 연락처'를 보내주세요      감사합니다 :)"
83,"안녕하세요! 작은 스타트업에서 테크리더로 일하고 있는 사람입니다 !회사에서 DDD를 하고 있는데, 아직 한 번도 반 버논의 도메인 주도 설계 구현 책을 읽어본 적이 없더라구요. 책도 꽤 두껍고, 혼자 읽기 너무 막막한 책이라 같이 모여서 읽어보면 어떨까하여 글 올리게 되었습니다. 집에서 혼자 책을 읽고 오는 스터디가 아닌, 모여서 같이 책 읽어보려해요. 같이 읽을 분량을 나눠서, 3색 볼펜법 으로 자기가 읽은 부분을 공유하는 형태로, 같은 시간이더라도 더 효율적으로 읽어보려합니다 :)[개발 스터디 모집 내용]스터디 주제: 책 스터디 '반버논 - 도메인 주도 설계 구현(Implementing Domain-Driven Design)'스터디 목표: '도메인 주도 설계 구현' 책을 함께 읽고 이해합니다.예상 스터디 일정: 총 5~6회, 매주 토요일 11시부터 13시까지 (2시간)스터디 장소: 강남역 스터디 룸커리큘럼:5명이서만나서20분간 각자 정해진 분량을 읽고20분동안 이야기 나누고이터레이션 돕니다.같은 시간이더라도, 5명이서 나눠서 읽으니 5배의 효율!예상 모집인원: 5명 (현재 3명 참여)주의사항: 책이 다소 어려우므로 DDD에 대한 기본적인 지식이 필요합니다. 스터디 신청"
84,"스터디 주제 : 백엔드 개발 관련 서적, 강의 등 스터디 목표 : 지속가능한 스터디 예상 스터디 일정(횟수) : 일요일 오전 10시~ 12시 고정입니다. 예상 커리큘럼 간략히 : 책 or 강의가 정해지고, 커리큘럼 정할 예정입니다. 예상 모집인원 : 현재 4명이 참여중이고, 2명 더 모집합니다. 스터디 소개와 개설 이유 : 스터디는 취준생, 현업자(주니어)로 구성되어 있습니다. 현재는 1시간 책 읽기, 1시간 관련 토론으로 진행하고 있습니다. 스터디의 지속성을 위해, 벌금 or 과제가 따로 없음으로, 참여한 만큼 얻어갈 수 있는 스터디라고 생각하시면 될 것 같습니다.  스터디 관련 주의사항 : 부천시청역 카페에서 모임이 있습니다 참고부탁드립니다. 스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) : lovelokea@naver.com 으로 이름 나이 현업여부 보내주시면 감사하겠습니다"
85,"안녕하세요, 올해 출시를 목표로 스터디 그룹 관리를 위한 올인원 서비스 ‘Stumeet(스터밋)’을 제작 중인 팀 🌰아람토리🐿 입니다. 아람토리는 서울여자대학교에 재학중인 디자인/기획 2명, 개발자 2명(안드로이드)로 구성되어 있습니다. 저희와 함께 서비스를 만들어 나가실 개발자(ios, 안드로이드, 백엔드)를 모집합니다! 현재 ‘Stumeet(스터밋)’ 은 기획 마무리 단계에 있으며, 와이어프레임과 기능명세서는 제작된 상태입니다. 해당 기획은 모집 이후로 기능 구현 관련 논의를 거쳐 변경될 수 있습니다. 2월에 본격적인 개발이 진행될 예정입니다. 앞으로의 일정은 3월 말 1차 제작 및 출시를 목표로 진행됩니다. 1차 제작 이후로도 일정이 가능한 팀원들과 함께 추가 기능을 구현하여 디벨롭하고 2차(3차) 출시하려고 합니다. 구체적인 일정을 더 알고 싶으시다면 오픈채팅방으로 문의주시면 감사하겠습니다😊🌰 활동 방식 모집 후 OT 진행 [01.22 🕐 PM 01:00 ~ 03:00]매주 비대면 정기 회의 진행 (일정 조율 예정)🌰 모집 분야 개발자(ios) 3명✅ ios 프로젝트 경험이 2회 이상 있으신 분(Swift)✅ 서버 통신 경험이 있으신 분 ✅ 클린 아키택처에 관심 있으신 분개발자(안드로이드) 1명 ✅ 안드로이드 프로젝트 경험이 2회 이상 있으신 분(kotlin) ✅ 서버 통신 경험이 있으신 분 ✅ 클린 아키택처에 관심 있으신 분개발자(백엔드) 2명 ✅ Spring/node js로 서버 개발 프로젝트 경험이 1회 이상 있으신 분 ✅ 서버 배포 경험이 있으신 분 ✅ 프론트와 api를 통한 통신 경험이 있으신 분 🌰 모집 기간 : 2024.01.15(일)~2024.01.20(목) 🌰 지원 방법 : 구글 폼 작성 (https://forms.gle/4VvTbzT6y7e57jaU8)🌰 관련 노션 : Stummet (notion.site)해당 서비스에 대해 추가적으로 알고 싶은 점이 있는 분들께서는 아래 오픈채팅방으로 편하게 문의주시면 감사하겠습니다. (https://open.kakao.com/o/sXVjLD3f)"
86,"강남역 근처 카페에서  단순히 공부만 하기보단 정보 공유도 하는 모각코에 참여하실분 모집해요~!제가 인프런이나 타 커뮤니티에서도 취업 멘토링도 하고 있다보니 정보 교류도 하면 좋겠어요.목적이 같은 그룹이어야 장기적으로 운영이 되는 것 같아서, 그룹을 나눴습니다.1. 취업을 목적으로 하는 학생과 취준생2. 스펙업을 목적으로 이직을 원하는 현직 개발자들  부담 없이 오실 수 있는 근처이신 분이면 좋겠고 공부는 할 수 있는데 오늘따라 멀리 있으면 디스코드로 온라인으로 참석해주시면 좋겠어요!문의는 이쪽으로 주세요~https://open.kakao.com/o/sdK1yC3f"
87,"저희 스터디에 합류한다면 매주 많은 인사이트를 얻을 수 있을 거에요저는 ""모두가 무언가를 잘 설명하기 위해 고심하고 또 모두가 누군가의 좋은 설명을 들으면혼자 가는것보다 비약적으로 빠르게 성장할 수 있지 않을까?"" 라고 생각해요그래서 그런 일을 꾸준히 수행하는 스터디를 만들었고 약 반년동안 열심히 운영해왔어요최근 스터디원 한분이 탈퇴 하시게 되어 이 자리를 채워주실 좋은 분을 찾고있습니다.스터디의 진행 방식과 진행 시간은 다음과 같습니다.진행 시간 : 매주 목요일 21:00진행 장소 : zep (비대면)현재 스터디원 : 6명발표 주제 선정 범위 : 프론트엔드 개발과 관련된 내용이라면 무엇이든지 가능진행 방식 :스터디 시작 전 스터디 github repository에 해당 주차의 스터디 자료(markdown) PR모든 스터디원은 각자 10분 ~ 30분 볼륨의 내용을 발표각 구성원들의 발표가 끝나면 Q&A 수행모든 스터디원의 발표가 끝나면 발표순서대로 이번 스터디에 대한 짧은 회고를 발표 (인당 1~2분)다음과 같은 방식으로 진행되고 있으며 주로 1시간 ~ 3시간 사이로 진행되고있습니다.부득이한 경우 스터디 시작 이전에 불참의사를 밝혀주시면 해당 주차 스터디는 스킵하실 수 있습니다.지금까지의 스터디 진행 산출물들은 아래 레포지토리에서 확인하실 수 있습니다.어떤 느낌으로 스터디가 진행되는지 궁금하신 분들은 한번 참고해보시면 좋을 것 같아요https://github.com/frontend-article-study이런분이면 좋아요!취업이 되었다고해서 스터디를 그만 두지 않으실 분-> 스터디원의 과반수는 풀타임으로 일 하고 있어요저 역시도 스터디와 직장을 함께 하고 있고요.취업이 목표인 분이 아니라 더 좋은 개발자가 되는 것을 목표로 하시는 분과 함께 하고싶어요 말하는 스킬을 기르고 싶으신 분-> 스터디에 참여하시면 매주 내가 알고 있는 지식을 설명하는 연습을 하게되며예상치 못한 질문에 대처하는 경험을 쌓게 됩니다. 질문에 거리낌이 없으신 분-> 자유롭게 질문을 주고받으며 한번 더 깊이 생각해보는 문화를 지향하고 있어요 글쓰기를 좋아하시는 분-> 스터디에서는 매주 자신이 준비한 내용에 대한 글을 써야합니다. 지원 방식  조기 마감되었습니다. 감사합니다."
88,"신림역 주변 카페에서 같이 모여서개발 관련 공부하실 분들 모집합니다!! 아무래도 혼자 하다보면 딴 짓🤦하게 되거나 깊게 집중이 잘 안되니어디 묶여있거나 일단 나와야 공부 잘 되시는 분들이면 아마 공감하실 것 같아요(제 얘기)서로 촉매제가 되었으면 좋겠습니다!! 오셔서 공부, 이직 준비, 급하실 때는 일 등 하시면 되고특정 책,주제로 잡고 단기간 하고 끝나는 스터디가 아닌꾸준히 계속 같이 공부해가는 장기적인 스터디입니다!!퇴사하면  회사 사람들은 끝이지만, 저희 스터디원들은 계속 같이 갑니다😃 부담 없이 오실 수 있는 근처이신 분이면 좋겠고매주 꾸준히 할 의지 있는 분만와서 공부할 의지 있는 분만💻  <현재 모집 요건>주말 2회이상 스터디 참여✅경력 6개월이상이시며, 개발 쪽으로 진로가 확고하신 분 모집!✅지속적인 빡공으로 계속 성장하실 분! 스터디에 사람이 자주 들어오고 나가면 스터디에 영향이 있기 때문에 아무나 쉽게 스터디 구성원으로 받지 않고 있습니다. 한번 받으면 같이 오래갈 생각으로 받기 때문에 신중하고 좀 까다롭게 받고 있으니 양해부탁드립니다🙏 현실에 안주하지 않고 스터디도 저희 한 사람 한 사람도 모두 꾸준하게 성장하고⏫ 발전하고📶 변화해가는 것이 저희 스터디 방향입니다. 열려있는 분들이 오시면 좋겠고, 좀 더 나은 곳으로 또는 자신의 발전이나 목표를 가지고 좀 더 나은 곳으로의 이직, 서비스의 성공, 회사를 키우겠다는 목표 등 가지고 오실 분들 환영합니다😄   장소신림역 인근 카페 ※ 정기적으로 스터디 있는 시간 ※ 매주 토,일 오후 1:30 ~ 10:30(평일 저녁, 공휴일에도 있습니다. 하실 분 오시면 됩니다)이외에도 하고자 하는 요일,시간대에는 일정 만드시면 됩니다    매주 항상 시간 빼두고 습관 만들고 '꾸준하게' 참여하실 수 있는 분공부하실 의지 확고하신 분만!! 들어와서 잠수하실 분 x※빡 쎈 인증 절차 있습니다 ※지속적으로 나와서 공부하는 장소가 정해져있습니다장소,거리, 커피값 등 걸리시는 분은 미리 숙고 해보시기 바랍니다! ✅경력 6개월이상이시며, 개발 쪽으로 진로가 확고하신 분 모집!✅지속적인 빡공으로 계속 성장하실 분! 하실 분들은  아래의 구글폼📜 링크로 가시면 됩니다'의지 확인'을 위해 인증 절차 있습니다. 통과하시는 분이 적어요https://forms.gle/NWDAgSjFHATawyhD9"
89,"[개발 스터디 모집 내용 예시]스터디 주제 :파이썬 알고리즘 스터디스터디 목표 : 실력 향상예상 스터디 일정(횟수) : 주 1번 오프라인으로 스터디!예상 커리큘럼 간략히 :예상 모집인원 : 4~5명스터디 소개와 개설 이유 : 같이 열심히 하고 싶어요!스터디 관련 주의사항 :스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) :"
